
     Value of States and Choice Probabilities
     Fixed Group Index(f): 0. Random Group Index(r): 0
     ------------------------------------------------------------------------------
    Indx   T   A   m sch   t     r     f       EV      |Choice Probabilities:                           
     827   1   1   7   2  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     826   1   1   6   2  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     825   1   1   5   2  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     824   1   1   4   2  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     823   1   1   3   2  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     822   1   1   2   2  10     0     0      15.216553 0.866667 0.133333 0.000000 0.000000
     821   1   1   1   2  10     0     0      49.203798 0.800000 0.200000 0.000000 0.000000
     820   1   1   0   2  10     0     0      49.627452 0.368571 0.631429 0.000000 0.000000
     819   1   1   9   1  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     818   1   1   8   1  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     817   1   1   7   1  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     816   1   1   6   1  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     815   1   1   5   1  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     814   1   1   4   1  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     813   1   1   3   1  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     812   1   1   2   1  10     0     0      15.216553 0.866667 0.133333 0.000000 0.000000
     811   1   1   1   1  10     0     0      49.203798 0.800000 0.200000 0.000000 0.000000
     810   1   1   0   1  10     0     0      49.627452 0.368571 0.631429 0.000000 0.000000
     809   1   1   9   0  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     808   1   1   8   0  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     807   1   1   7   0  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     806   1   1   6   0  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     805   1   1   5   0  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     804   1   1   4   0  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     803   1   1   3   0  10     0     0       9.048763 1.000000 0.000000 0.000000 0.000000
     802   1   1   2   0  10     0     0      15.216553 0.866667 0.133333 0.000000 0.000000
     801   1   1   1   0  10     0     0      49.203798 0.800000 0.200000 0.000000 0.000000
     800   1   1   0   0  10     0     0      49.627452 0.368571 0.631429 0.000000 0.000000
     792   1   1   2   7   9     0     0      17.364523 0.866668 0.133332 0.000000 0.000000
     791   1   1   1   7   9     0     0      53.245279 0.800000 0.200000 0.000000 0.000000
     790   1   1   0   7   9     0     0      54.471336 0.451221 0.548779 0.000000 0.000000
     783   1   1   3   6   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     782   1   1   2   6   9     0     0      17.364523 0.866668 0.133332 0.000000 0.000000
     781   1   1   1   6   9     0     0      53.245279 0.800000 0.200000 0.000000 0.000000
     780   1   1   0   6   9     0     0      54.471336 0.451221 0.548779 0.000000 0.000000
     774   1   1   4   5   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     773   1   1   3   5   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     772   1   1   2   5   9     0     0      17.364523 0.866668 0.133332 0.000000 0.000000
     771   1   1   1   5   9     0     0      53.245279 0.800000 0.200000 0.000000 0.000000
     770   1   1   0   5   9     0     0      54.471336 0.451221 0.548779 0.000000 0.000000
     765   1   1   5   4   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     764   1   1   4   4   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     763   1   1   3   4   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     762   1   1   2   4   9     0     0      17.364523 0.866668 0.133332 0.000000 0.000000
     761   1   1   1   4   9     0     0      53.245279 0.800000 0.200000 0.000000 0.000000
     760   1   1   0   4   9     0     0      54.471336 0.451221 0.548779 0.000000 0.000000
     756   1   1   6   3   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     755   1   1   5   3   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     754   1   1   4   3   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     753   1   1   3   3   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     752   1   1   2   3   9     0     0      17.364523 0.866668 0.133332 0.000000 0.000000
     751   1   1   1   3   9     0     0      53.245279 0.800000 0.200000 0.000000 0.000000
     750   1   1   0   3   9     0     0      54.471336 0.451221 0.548779 0.000000 0.000000
     747   1   1   7   2   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     746   1   1   6   2   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     745   1   1   5   2   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     744   1   1   4   2   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     743   1   1   3   2   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     742   1   1   2   2   9     0     0      17.364523 0.866668 0.133332 0.000000 0.000000
     741   1   1   1   2   9     0     0      53.245279 0.800000 0.200000 0.000000 0.000000
     740   1   1   0   2   9     0     0      54.471336 0.451221 0.548779 0.000000 0.000000
     738   1   1   8   1   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     737   1   1   7   1   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     736   1   1   6   1   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     735   1   1   5   1   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     734   1   1   4   1   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     733   1   1   3   1   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     732   1   1   2   1   9     0     0      17.364523 0.866668 0.133332 0.000000 0.000000
     731   1   1   1   1   9     0     0      53.245279 0.800000 0.200000 0.000000 0.000000
     730   1   1   0   1   9     0     0      54.471336 0.451221 0.548779 0.000000 0.000000
     729   1   1   9   0   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     728   1   1   8   0   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     727   1   1   7   0   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     726   1   1   6   0   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     725   1   1   5   0   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     724   1   1   4   0   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     723   1   1   3   0   9     0     0      10.596324 1.000000 0.000000 0.000000 0.000000
     722   1   1   2   0   9     0     0      17.364523 0.866668 0.133332 0.000000 0.000000
     721   1   1   1   0   9     0     0      53.245279 0.800000 0.200000 0.000000 0.000000
     720   1   1   0   0   9     0     0      54.471336 0.451221 0.548779 0.000000 0.000000
     711   1   1   1   7   8     0     0      56.452842 0.800000 0.200000 0.000000 0.000000
     710   1   1   0   7   8     0     0      58.441129 0.558385 0.441615 0.000000 0.000000
     702   1   1   2   6   8     0     0      19.329057 0.866785 0.133215 0.000000 0.000000
     701   1   1   1   6   8     0     0      56.452842 0.800000 0.200000 0.000000 0.000000
     700   1   1   0   6   8     0     0      58.441129 0.558385 0.441615 0.000000 0.000000
     693   1   1   3   5   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     692   1   1   2   5   8     0     0      19.329057 0.866785 0.133215 0.000000 0.000000
     691   1   1   1   5   8     0     0      56.452842 0.800000 0.200000 0.000000 0.000000
     690   1   1   0   5   8     0     0      58.441129 0.558385 0.441615 0.000000 0.000000
     684   1   1   4   4   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     683   1   1   3   4   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     682   1   1   2   4   8     0     0      19.329057 0.866785 0.133215 0.000000 0.000000
     681   1   1   1   4   8     0     0      56.452842 0.800000 0.200000 0.000000 0.000000
     680   1   1   0   4   8     0     0      58.441129 0.558385 0.441615 0.000000 0.000000
     675   1   1   5   3   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     674   1   1   4   3   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     673   1   1   3   3   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     672   1   1   2   3   8     0     0      19.329057 0.866785 0.133215 0.000000 0.000000
     671   1   1   1   3   8     0     0      56.452842 0.800000 0.200000 0.000000 0.000000
     670   1   1   0   3   8     0     0      58.441129 0.558385 0.441615 0.000000 0.000000
     666   1   1   6   2   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     665   1   1   5   2   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     664   1   1   4   2   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     663   1   1   3   2   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     662   1   1   2   2   8     0     0      19.329057 0.866785 0.133215 0.000000 0.000000
     661   1   1   1   2   8     0     0      56.452842 0.800000 0.200000 0.000000 0.000000
     660   1   1   0   2   8     0     0      58.441129 0.558385 0.441615 0.000000 0.000000
     657   1   1   7   1   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     656   1   1   6   1   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     655   1   1   5   1   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     654   1   1   4   1   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     653   1   1   3   1   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     652   1   1   2   1   8     0     0      19.329057 0.866785 0.133215 0.000000 0.000000
     651   1   1   1   1   8     0     0      56.452842 0.800000 0.200000 0.000000 0.000000
     650   1   1   0   1   8     0     0      58.441129 0.558385 0.441615 0.000000 0.000000
     648   1   1   8   0   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     647   1   1   7   0   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     646   1   1   6   0   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     645   1   1   5   0   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     644   1   1   4   0   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     643   1   1   3   0   8     0     0      12.066508 1.000000 0.000000 0.000000 0.000000
     642   1   1   2   0   8     0     0      19.329057 0.866785 0.133215 0.000000 0.000000
     641   1   1   1   0   8     0     0      56.452842 0.800000 0.200000 0.000000 0.000000
     640   1   1   0   0   8     0     0      58.441129 0.558385 0.441615 0.000000 0.000000
     630   1   1   0   7   7     0     0      61.711943 0.600149 0.399851 0.000000 0.000000
     621   1   1   1   6   7     0     0      59.015010 0.800000 0.200000 0.000000 0.000000
     620   1   1   0   6   7     0     0      61.711943 0.600149 0.399851 0.000000 0.000000
     612   1   1   2   5   7     0     0      21.133342 0.871375 0.128625 0.000000 0.000000
     611   1   1   1   5   7     0     0      59.015010 0.800000 0.200000 0.000000 0.000000
     610   1   1   0   5   7     0     0      61.711943 0.600149 0.399851 0.000000 0.000000
     603   1   1   3   4   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     602   1   1   2   4   7     0     0      21.133342 0.871375 0.128625 0.000000 0.000000
     601   1   1   1   4   7     0     0      59.015010 0.800000 0.200000 0.000000 0.000000
     600   1   1   0   4   7     0     0      61.711943 0.600149 0.399851 0.000000 0.000000
     594   1   1   4   3   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     593   1   1   3   3   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     592   1   1   2   3   7     0     0      21.133342 0.871375 0.128625 0.000000 0.000000
     591   1   1   1   3   7     0     0      59.015010 0.800000 0.200000 0.000000 0.000000
     590   1   1   0   3   7     0     0      61.711943 0.600149 0.399851 0.000000 0.000000
     585   1   1   5   2   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     584   1   1   4   2   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     583   1   1   3   2   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     582   1   1   2   2   7     0     0      21.133342 0.871375 0.128625 0.000000 0.000000
     581   1   1   1   2   7     0     0      59.015010 0.800000 0.200000 0.000000 0.000000
     580   1   1   0   2   7     0     0      61.711943 0.600149 0.399851 0.000000 0.000000
     576   1   1   6   1   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     575   1   1   5   1   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     574   1   1   4   1   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     573   1   1   3   1   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     572   1   1   2   1   7     0     0      21.133342 0.871375 0.128625 0.000000 0.000000
     571   1   1   1   1   7     0     0      59.015010 0.800000 0.200000 0.000000 0.000000
     570   1   1   0   1   7     0     0      61.711943 0.600149 0.399851 0.000000 0.000000
     567   1   1   7   0   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     566   1   1   6   0   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     565   1   1   5   0   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     564   1   1   4   0   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     563   1   1   3   0   7     0     0      13.463183 1.000000 0.000000 0.000000 0.000000
     562   1   1   2   0   7     0     0      21.133342 0.871375 0.128625 0.000000 0.000000
     561   1   1   1   0   7     0     0      59.015010 0.800000 0.200000 0.000000 0.000000
     560   1   1   0   0   7     0     0      61.711943 0.600149 0.399851 0.000000 0.000000
     540   1   1   0   6   6     0     0      64.303950 0.639949 0.360051 0.000000 0.000000
     531   1   1   1   5   6     0     0      61.076530 0.800000 0.200000 0.000000 0.000000
     530   1   1   0   5   6     0     0      64.303950 0.639949 0.360051 0.000000 0.000000
     522   1   1   2   4   6     0     0      22.803398 0.908489 0.091511 0.000000 0.000000
     521   1   1   1   4   6     0     0      61.076530 0.800000 0.200000 0.000000 0.000000
     520   1   1   0   4   6     0     0      64.303950 0.639949 0.360051 0.000000 0.000000
     513   1   1   3   3   6     0     0      14.790024 1.000000 0.000000 0.000000 0.000000
     512   1   1   2   3   6     0     0      22.803398 0.908489 0.091511 0.000000 0.000000
     511   1   1   1   3   6     0     0      61.076530 0.800000 0.200000 0.000000 0.000000
     510   1   1   0   3   6     0     0      64.303950 0.639949 0.360051 0.000000 0.000000
     504   1   1   4   2   6     0     0      14.790024 1.000000 0.000000 0.000000 0.000000
     503   1   1   3   2   6     0     0      14.790024 1.000000 0.000000 0.000000 0.000000
     502   1   1   2   2   6     0     0      22.803398 0.908489 0.091511 0.000000 0.000000
     501   1   1   1   2   6     0     0      61.076530 0.800000 0.200000 0.000000 0.000000
     500   1   1   0   2   6     0     0      64.303950 0.639949 0.360051 0.000000 0.000000
     495   1   1   5   1   6     0     0      14.790024 1.000000 0.000000 0.000000 0.000000
     494   1   1   4   1   6     0     0      14.790024 1.000000 0.000000 0.000000 0.000000
     493   1   1   3   1   6     0     0      14.790024 1.000000 0.000000 0.000000 0.000000
     492   1   1   2   1   6     0     0      22.803398 0.908489 0.091511 0.000000 0.000000
     491   1   1   1   1   6     0     0      61.076530 0.800000 0.200000 0.000000 0.000000
     490   1   1   0   1   6     0     0      64.303950 0.639949 0.360051 0.000000 0.000000
     486   1   1   6   0   6     0     0      14.790024 1.000000 0.000000 0.000000 0.000000
     485   1   1   5   0   6     0     0      14.790024 1.000000 0.000000 0.000000 0.000000
     484   1   1   4   0   6     0     0      14.790024 1.000000 0.000000 0.000000 0.000000
     483   1   1   3   0   6     0     0      14.790024 1.000000 0.000000 0.000000 0.000000
     482   1   1   2   0   6     0     0      22.803398 0.908489 0.091511 0.000000 0.000000
     481   1   1   1   0   6     0     0      61.076530 0.800000 0.200000 0.000000 0.000000
     480   1   1   0   0   6     0     0      64.303950 0.639949 0.360051 0.000000 0.000000
     450   1   1   0   5   5     0     0      66.333075 0.665886 0.334114 0.000000 0.000000
     441   1   1   1   4   5     0     0      62.749055 0.800001 0.199999 0.000000 0.000000
     440   1   1   0   4   5     0     0      66.333075 0.665886 0.334114 0.000000 0.000000
     432   1   1   2   3   5     0     0      24.364685 0.930539 0.069461 0.000000 0.000000
     431   1   1   1   3   5     0     0      62.749055 0.800001 0.199999 0.000000 0.000000
     430   1   1   0   3   5     0     0      66.333075 0.665886 0.334114 0.000000 0.000000
     423   1   1   3   2   5     0     0      16.050523 1.000000 0.000000 0.000000 0.000000
     422   1   1   2   2   5     0     0      24.364685 0.930539 0.069461 0.000000 0.000000
     421   1   1   1   2   5     0     0      62.749055 0.800001 0.199999 0.000000 0.000000
     420   1   1   0   2   5     0     0      66.333075 0.665886 0.334114 0.000000 0.000000
     414   1   1   4   1   5     0     0      16.050523 1.000000 0.000000 0.000000 0.000000
     413   1   1   3   1   5     0     0      16.050523 1.000000 0.000000 0.000000 0.000000
     412   1   1   2   1   5     0     0      24.364685 0.930539 0.069461 0.000000 0.000000
     411   1   1   1   1   5     0     0      62.749055 0.800001 0.199999 0.000000 0.000000
     410   1   1   0   1   5     0     0      66.333075 0.665886 0.334114 0.000000 0.000000
     405   1   1   5   0   5     0     0      16.050523 1.000000 0.000000 0.000000 0.000000
     404   1   1   4   0   5     0     0      16.050523 1.000000 0.000000 0.000000 0.000000
     403   1   1   3   0   5     0     0      16.050523 1.000000 0.000000 0.000000 0.000000
     402   1   1   2   0   5     0     0      24.364685 0.930539 0.069461 0.000000 0.000000
     401   1   1   1   0   5     0     0      62.749055 0.800001 0.199999 0.000000 0.000000
     400   1   1   0   0   5     0     0      66.333075 0.665886 0.334114 0.000000 0.000000
     360   1   1   0   4   4     0     0      67.935877 0.666632 0.333368 0.000000 0.000000
     351   1   1   1   3   4     0     0      64.119056 0.800002 0.199998 0.000000 0.000000
     350   1   1   0   3   4     0     0      67.935877 0.666632 0.333368 0.000000 0.000000
     342   1   1   2   2   4     0     0      25.828538 0.933038 0.066962 0.000000 0.000000
     341   1   1   1   2   4     0     0      64.119056 0.800002 0.199998 0.000000 0.000000
     340   1   1   0   2   4     0     0      67.935877 0.666632 0.333368 0.000000 0.000000
     333   1   1   3   1   4     0     0      17.247996 1.000000 0.000000 0.000000 0.000000
     332   1   1   2   1   4     0     0      25.828538 0.933038 0.066962 0.000000 0.000000
     331   1   1   1   1   4     0     0      64.119056 0.800002 0.199998 0.000000 0.000000
     330   1   1   0   1   4     0     0      67.935877 0.666632 0.333368 0.000000 0.000000
     324   1   1   4   0   4     0     0      17.247996 1.000000 0.000000 0.000000 0.000000
     323   1   1   3   0   4     0     0      17.247996 1.000000 0.000000 0.000000 0.000000
     322   1   1   2   0   4     0     0      25.828538 0.933038 0.066962 0.000000 0.000000
     321   1   1   1   0   4     0     0      64.119056 0.800002 0.199998 0.000000 0.000000
     320   1   1   0   0   4     0     0      67.935877 0.666632 0.333368 0.000000 0.000000
     270   1   1   0   3   3     0     0      69.211291 0.666762 0.333238 0.000000 0.000000
     261   1   1   1   2   3     0     0      65.252967 0.800001 0.199999 0.000000 0.000000
     260   1   1   0   2   3     0     0      69.211291 0.666762 0.333238 0.000000 0.000000
     252   1   1   2   1   3     0     0      27.202296 0.933294 0.066706 0.000000 0.000000
     251   1   1   1   1   3     0     0      65.252967 0.800001 0.199999 0.000000 0.000000
     250   1   1   0   1   3     0     0      69.211291 0.666762 0.333238 0.000000 0.000000
     243   1   1   3   0   3     0     0      18.385597 1.000000 0.000000 0.000000 0.000000
     242   1   1   2   0   3     0     0      27.202296 0.933294 0.066706 0.000000 0.000000
     241   1   1   1   0   3     0     0      65.252967 0.800001 0.199999 0.000000 0.000000
     240   1   1   0   0   3     0     0      69.211291 0.666762 0.333238 0.000000 0.000000
     180   1   1   0   2   2     0     0      70.234520 0.666969 0.333031 0.000000 0.000000
     171   1   1   1   1   2     0     0      66.201744 0.800000 0.200000 0.000000 0.000000
     170   1   1   0   1   2     0     0      70.234520 0.666969 0.333031 0.000000 0.000000
     162   1   1   2   0   2     0     0      28.492405 0.933327 0.066673 0.000000 0.000000
     161   1   1   1   0   2     0     0      66.201744 0.800000 0.200000 0.000000 0.000000
     160   1   1   0   0   2     0     0      70.234520 0.666969 0.333031 0.000000 0.000000
      90   1   1   0   1   1     0     0      71.062862 0.667201 0.332799 0.000000 0.000000
      81   1   1   1   0   1     0     0      67.004521 0.800000 0.200000 0.000000 0.000000
      80   1   1   0   0   1     0     0      71.062862 0.667201 0.332799 0.000000 0.000000
       0   1   1   0   0   0     0     0      71.740021 0.667315 0.332685 0.000000 0.000000
     ------------------------------------------------------------------------------

