
     Value of States and Choice Probabilities
     Fixed Group Index(f): 0. Random Group Index(r): 0
     ------------------------------------------------------------------------------
    Indx   T   A   m sch   t     r     f       EV      |Choice Probabilities:                           
   12659   3   1  19   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12658   3   1  18   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12657   3   1  17   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12656   3   1  16   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12655   3   1  15   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12654   3   1  14   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12653   3   1  13   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12652   3   1  12   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12651   3   1  11   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12650   3   1  10   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12649   3   1   9   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12648   3   1   8   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12647   3   1   7   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12646   3   1   6   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12645   3   1   5   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12644   3   1   4   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12643   3   1   3   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12642   3   1   2   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12641   3   1   1   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12640   3   1   0   4  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12636   3   1  36   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12635   3   1  35   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12634   3   1  34   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12633   3   1  33   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12632   3   1  32   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12631   3   1  31   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12630   3   1  30   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12629   3   1  29   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12628   3   1  28   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12627   3   1  27   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12626   3   1  26   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12625   3   1  25   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12624   3   1  24   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12623   3   1  23   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12622   3   1  22   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12621   3   1  21   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12620   3   1  20   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12619   3   1  19   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12618   3   1  18   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12617   3   1  17   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12616   3   1  16   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12615   3   1  15   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12614   3   1  14   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12613   3   1  13   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12612   3   1  12   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12611   3   1  11   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12610   3   1  10   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12609   3   1   9   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12608   3   1   8   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12607   3   1   7   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12606   3   1   6   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12605   3   1   5   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12604   3   1   4   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12603   3   1   3   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12602   3   1   2   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12601   3   1   1   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12600   3   1   0   3  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12597   3   1  37   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12596   3   1  36   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12595   3   1  35   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12594   3   1  34   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12593   3   1  33   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12592   3   1  32   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12591   3   1  31   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12590   3   1  30   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12589   3   1  29   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12588   3   1  28   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12587   3   1  27   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12586   3   1  26   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12585   3   1  25   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12584   3   1  24   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12583   3   1  23   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12582   3   1  22   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12581   3   1  21   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12580   3   1  20   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12579   3   1  19   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12578   3   1  18   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12577   3   1  17   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12576   3   1  16   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12575   3   1  15   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12574   3   1  14   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12573   3   1  13   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12572   3   1  12   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12571   3   1  11   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12570   3   1  10   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12569   3   1   9   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12568   3   1   8   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12567   3   1   7   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12566   3   1   6   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12565   3   1   5   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12564   3   1   4   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12563   3   1   3   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12562   3   1   2   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12561   3   1   1   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12560   3   1   0   2  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12558   3   1  38   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12557   3   1  37   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12556   3   1  36   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12555   3   1  35   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12554   3   1  34   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12553   3   1  33   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12552   3   1  32   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12551   3   1  31   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12550   3   1  30   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12549   3   1  29   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12548   3   1  28   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12547   3   1  27   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12546   3   1  26   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12545   3   1  25   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12544   3   1  24   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12543   3   1  23   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12542   3   1  22   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12541   3   1  21   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12540   3   1  20   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12539   3   1  19   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12538   3   1  18   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12537   3   1  17   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12536   3   1  16   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12535   3   1  15   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12534   3   1  14   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12533   3   1  13   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12532   3   1  12   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12531   3   1  11   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12530   3   1  10   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12529   3   1   9   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12528   3   1   8   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12527   3   1   7   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12526   3   1   6   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12525   3   1   5   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12524   3   1   4   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12523   3   1   3   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12522   3   1   2   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12521   3   1   1   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12520   3   1   0   1  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12519   3   1  39   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12518   3   1  38   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12517   3   1  37   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12516   3   1  36   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12515   3   1  35   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12514   3   1  34   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12513   3   1  33   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12512   3   1  32   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12511   3   1  31   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12510   3   1  30   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12509   3   1  29   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12508   3   1  28   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12507   3   1  27   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12506   3   1  26   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12505   3   1  25   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12504   3   1  24   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12503   3   1  23   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12502   3   1  22   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12501   3   1  21   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12500   3   1  20   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12499   3   1  19   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12498   3   1  18   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12497   3   1  17   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12496   3   1  16   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12495   3   1  15   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12494   3   1  14   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12493   3   1  13   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12492   3   1  12   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12491   3   1  11   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12490   3   1  10   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12489   3   1   9   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12488   3   1   8   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12487   3   1   7   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12486   3   1   6   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12485   3   1   5   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12484   3   1   4   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12483   3   1   3   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12482   3   1   2   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12481   3   1   1   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12480   3   1   0   0  39     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12471   1   1  31   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12470   1   1  30   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12469   1   1  29   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12468   1   1  28   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12467   1   1  27   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12466   1   1  26   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12465   1   1  25   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12464   1   1  24   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12463   1   1  23   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12462   1   1  22   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12461   1   1  21   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12460   1   1  20   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12459   1   1  19   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12458   1   1  18   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12457   1   1  17   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12456   1   1  16   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12455   1   1  15   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12454   1   1  14   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12453   1   1  13   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12452   1   1  12   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12451   1   1  11   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12450   1   1  10   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12449   1   1   9   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12448   1   1   8   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12447   1   1   7   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12446   1   1   6   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12445   1   1   5   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12444   1   1   4   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   12443   1   1   3   7  38     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
