
     Value of States and Choice Probabilities
     Fixed Group Index(f): 0. Random Group Index(r): 0
     ------------------------------------------------------------------------------
    Indx   T   A   m sch   t     r     f       EV      |Choice Probabilities:                           
   11570   1   1  10   1  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11569   1   1   9   1  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11568   1   1   8   1  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11567   1   1   7   1  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11566   1   1   6   1  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11565   1   1   5   1  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11564   1   1   4   1  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11563   1   1   3   1  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11562   1   1   2   1  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11561   1   1   1   1  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11560   1   1   0   1  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11556   1   1  36   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11555   1   1  35   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11554   1   1  34   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11553   1   1  33   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11552   1   1  32   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11551   1   1  31   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11550   1   1  30   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11549   1   1  29   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11548   1   1  28   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11547   1   1  27   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11546   1   1  26   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11545   1   1  25   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11544   1   1  24   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11543   1   1  23   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11542   1   1  22   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11541   1   1  21   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11540   1   1  20   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11539   1   1  19   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11538   1   1  18   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11537   1   1  17   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11536   1   1  16   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11535   1   1  15   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11534   1   1  14   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11533   1   1  13   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11532   1   1  12   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11531   1   1  11   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11530   1   1  10   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11529   1   1   9   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11528   1   1   8   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11527   1   1   7   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11526   1   1   6   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11525   1   1   5   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11524   1   1   4   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11523   1   1   3   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11522   1   1   2   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11521   1   1   1   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11520   1   1   0   0  36     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11508   1   1  28   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11507   1   1  27   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11506   1   1  26   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11505   1   1  25   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11504   1   1  24   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11503   1   1  23   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11502   1   1  22   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11501   1   1  21   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11500   1   1  20   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11499   1   1  19   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11498   1   1  18   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11497   1   1  17   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11496   1   1  16   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11495   1   1  15   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11494   1   1  14   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11493   1   1  13   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11492   1   1  12   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11491   1   1  11   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11490   1   1  10   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11489   1   1   9   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11488   1   1   8   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11487   1   1   7   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11486   1   1   6   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11485   1   1   5   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11484   1   1   4   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11483   1   1   3   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11482   1   1   2   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11481   1   1   1   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11480   1   1   0   7  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11469   1   1  29   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11468   1   1  28   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11467   1   1  27   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11466   1   1  26   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11465   1   1  25   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11464   1   1  24   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11463   1   1  23   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11462   1   1  22   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11461   1   1  21   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11460   1   1  20   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11459   1   1  19   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11458   1   1  18   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11457   1   1  17   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11456   1   1  16   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11455   1   1  15   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11454   1   1  14   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11453   1   1  13   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11452   1   1  12   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11451   1   1  11   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11450   1   1  10   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11449   1   1   9   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11448   1   1   8   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11447   1   1   7   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11446   1   1   6   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11445   1   1   5   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11444   1   1   4   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11443   1   1   3   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11442   1   1   2   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11441   1   1   1   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11440   1   1   0   6  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11430   1   1  30   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11429   1   1  29   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11428   1   1  28   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11427   1   1  27   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11426   1   1  26   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11425   1   1  25   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11424   1   1  24   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11423   1   1  23   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11422   1   1  22   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11421   1   1  21   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11420   1   1  20   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11419   1   1  19   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11418   1   1  18   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11417   1   1  17   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11416   1   1  16   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11415   1   1  15   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11414   1   1  14   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11413   1   1  13   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11412   1   1  12   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11411   1   1  11   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11410   1   1  10   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11409   1   1   9   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11408   1   1   8   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11407   1   1   7   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11406   1   1   6   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11405   1   1   5   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11404   1   1   4   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11403   1   1   3   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11402   1   1   2   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11401   1   1   1   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11400   1   1   0   5  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11391   1   1  31   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11390   1   1  30   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11389   1   1  29   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11388   1   1  28   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11387   1   1  27   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11386   1   1  26   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11385   1   1  25   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11384   1   1  24   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11383   1   1  23   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11382   1   1  22   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11381   1   1  21   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11380   1   1  20   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11379   1   1  19   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11378   1   1  18   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11377   1   1  17   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11376   1   1  16   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11375   1   1  15   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11374   1   1  14   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11373   1   1  13   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11372   1   1  12   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11371   1   1  11   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11370   1   1  10   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11369   1   1   9   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11368   1   1   8   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11367   1   1   7   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11366   1   1   6   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11365   1   1   5   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11364   1   1   4   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11363   1   1   3   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11362   1   1   2   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11361   1   1   1   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11360   1   1   0   4  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11352   1   1  32   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11351   1   1  31   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11350   1   1  30   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11349   1   1  29   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11348   1   1  28   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11347   1   1  27   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11346   1   1  26   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11345   1   1  25   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11344   1   1  24   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11343   1   1  23   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11342   1   1  22   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11341   1   1  21   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11340   1   1  20   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11339   1   1  19   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11338   1   1  18   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11337   1   1  17   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11336   1   1  16   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11335   1   1  15   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11334   1   1  14   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11333   1   1  13   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11332   1   1  12   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11331   1   1  11   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11330   1   1  10   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11329   1   1   9   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11328   1   1   8   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11327   1   1   7   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11326   1   1   6   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11325   1   1   5   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11324   1   1   4   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11323   1   1   3   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11322   1   1   2   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11321   1   1   1   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11320   1   1   0   3  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11313   1   1  33   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11312   1   1  32   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11311   1   1  31   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11310   1   1  30   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11309   1   1  29   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11308   1   1  28   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11307   1   1  27   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11306   1   1  26   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11305   1   1  25   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11304   1   1  24   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11303   1   1  23   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11302   1   1  22   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11301   1   1  21   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11300   1   1  20   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11299   1   1  19   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11298   1   1  18   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11297   1   1  17   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11296   1   1  16   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11295   1   1  15   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11294   1   1  14   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11293   1   1  13   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11292   1   1  12   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11291   1   1  11   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11290   1   1  10   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11289   1   1   9   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11288   1   1   8   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11287   1   1   7   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11286   1   1   6   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11285   1   1   5   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11284   1   1   4   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11283   1   1   3   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11282   1   1   2   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11281   1   1   1   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11280   1   1   0   2  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11274   1   1  34   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11273   1   1  33   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11272   1   1  32   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11271   1   1  31   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11270   1   1  30   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11269   1   1  29   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11268   1   1  28   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11267   1   1  27   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11266   1   1  26   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11265   1   1  25   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11264   1   1  24   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11263   1   1  23   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11262   1   1  22   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11261   1   1  21   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11260   1   1  20   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11259   1   1  19   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11258   1   1  18   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11257   1   1  17   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11256   1   1  16   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11255   1   1  15   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11254   1   1  14   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11253   1   1  13   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11252   1   1  12   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11251   1   1  11   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11250   1   1  10   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11249   1   1   9   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11248   1   1   8   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11247   1   1   7   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11246   1   1   6   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11245   1   1   5   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11244   1   1   4   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11243   1   1   3   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11242   1   1   2   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11241   1   1   1   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11240   1   1   0   1  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11235   1   1  35   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11234   1   1  34   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11233   1   1  33   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11232   1   1  32   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11231   1   1  31   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11230   1   1  30   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11229   1   1  29   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11228   1   1  28   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11227   1   1  27   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11226   1   1  26   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11225   1   1  25   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11224   1   1  24   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11223   1   1  23   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11222   1   1  22   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11221   1   1  21   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11220   1   1  20   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11219   1   1  19   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11218   1   1  18   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11217   1   1  17   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11216   1   1  16   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11215   1   1  15   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11214   1   1  14   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11213   1   1  13   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11212   1   1  12   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11211   1   1  11   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11210   1   1  10   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11209   1   1   9   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11208   1   1   8   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11207   1   1   7   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11206   1   1   6   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11205   1   1   5   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11204   1   1   4   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11203   1   1   3   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11202   1   1   2   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11201   1   1   1   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11200   1   1   0   0  35     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11187   1   1  27   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11186   1   1  26   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11185   1   1  25   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11184   1   1  24   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11183   1   1  23   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11182   1   1  22   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11181   1   1  21   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11180   1   1  20   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11179   1   1  19   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11178   1   1  18   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11177   1   1  17   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11176   1   1  16   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11175   1   1  15   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11174   1   1  14   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
   11173   1   1  13   7  34     0     0      42.586210 0.000000 0.500000 0.500000 0.000000
