
     Value of States and Choice Probabilities
     Fixed Group Index(f): 0. Random Group Index(r): 0
     ------------------------------------------------------------------------------
    Indx   T   A   m sch   t     r     f       EV      |Choice Probabilities:                           
   11257   1   1  17   1  35     0     0     152.636313 0.000000 0.000000 1.000000 0.000000
   11256   1   1  16   1  35     0     0     235.620823 0.000000 0.000000 1.000000 0.000000
   11255   1   1  15   1  35     0     0     323.571613 0.000000 0.000000 1.000000 0.000000
   11254   1   1  14   1  35     0     0     401.844430 0.000000 0.000000 1.000000 0.000000
   11253   1   1  13   1  35     0     0     461.550027 0.000000 0.000000 1.000000 0.000000
   11252   1   1  12   1  35     0     0     502.440863 0.000000 0.000000 1.000000 0.000000
   11251   1   1  11   1  35     0     0     525.764760 0.000000 0.000000 1.000000 0.000000
   11250   1   1  10   1  35     0     0     545.762610 0.000000 0.000000 1.000000 0.000000
   11249   1   1   9   1  35     0     0     559.231230 0.000000 0.000000 1.000000 0.000000
   11248   1   1   8   1  35     0     0     569.799424 0.000000 0.066667 0.933333 0.000000
   11247   1   1   7   1  35     0     0     580.468068 0.000000 0.132884 0.867116 0.000000
   11246   1   1   6   1  35     0     0     587.685896 0.000000 0.136735 0.863265 0.000000
   11245   1   1   5   1  35     0     0     590.939804 0.000000 0.199879 0.800121 0.000000
   11244   1   1   4   1  35     0     0     591.605812 0.000000 0.199993 0.800007 0.000000
   11243   1   1   3   1  35     0     0     590.141442 0.000000 0.198334 0.801666 0.000000
   11242   1   1   2   1  35     0     0     586.202278 0.000000 0.133562 0.866438 0.000000
   11241   1   1   1   1  35     0     0     576.700248 0.000000 0.077243 0.922757 0.000000
   11240   1   1   0   1  35     0     0     565.238138 0.000000 0.066548 0.933452 0.000000
   11235   1   1  35   0  35     0     0       5.941847 0.731034 0.268933 0.000033 0.000000
   11234   1   1  34   0  35     0     0       5.941847 0.731034 0.268933 0.000033 0.000000
   11233   1   1  33   0  35     0     0       5.941849 0.731034 0.268933 0.000033 0.000000
   11232   1   1  32   0  35     0     0       5.941853 0.731034 0.268933 0.000033 0.000000
   11231   1   1  31   0  35     0     0       5.941866 0.731032 0.268935 0.000033 0.000000
   11230   1   1  30   0  35     0     0       5.941901 0.731028 0.268939 0.000033 0.000000
   11229   1   1  29   0  35     0     0       5.941993 0.731017 0.268950 0.000033 0.000000
   11228   1   1  28   0  35     0     0       5.942225 0.730989 0.268978 0.000033 0.000000
   11227   1   1  27   0  35     0     0       5.942784 0.730921 0.269045 0.000033 0.000000
   11226   1   1  26   0  35     0     0       5.944081 0.730763 0.269204 0.000033 0.000000
   11225   1   1  25   0  35     0     0       5.946969 0.730407 0.269559 0.000033 0.000000
   11224   1   1  24   0  35     0     0       5.953150 0.729642 0.270325 0.000034 0.000000
   11223   1   1  23   0  35     0     0       5.965885 0.728061 0.271905 0.000034 0.000000
   11222   1   1  22   0  35     0     0       5.991229 0.724933 0.275031 0.000036 0.000000
   11221   1   1  21   0  35     0     0       6.040231 0.719015 0.280945 0.000039 0.000000
   11220   1   1  20   0  35     0     0       6.133065 0.708376 0.291576 0.000048 0.000000
   11219   1   1  19   0  35     0     0       6.307169 0.690550 0.309378 0.000072 0.000000
   11218   1   1  18   0  35     0     0       7.085642 0.418322 0.218273 0.363404 0.000000
   11217   1   1  17   0  35     0     0      30.987090 0.000000 0.000000 1.000000 0.000000
   11216   1   1  16   0  35     0     0      68.090967 0.000000 0.000000 1.000000 0.000000
   11215   1   1  15   0  35     0     0     120.692799 0.000000 0.000000 1.000000 0.000000
   11214   1   1  14   0  35     0     0     180.274553 0.000000 0.000000 1.000000 0.000000
   11213   1   1  13   0  35     0     0     245.139482 0.000000 0.000000 1.000000 0.000000
   11212   1   1  12   0  35     0     0     309.114994 0.000000 0.000000 1.000000 0.000000
   11211   1   1  11   0  35     0     0     364.770575 0.000000 0.000000 1.000000 0.000000
   11210   1   1  10   0  35     0     0     409.796618 0.000000 0.000000 1.000000 0.000000
   11209   1   1   9   0  35     0     0     444.438225 0.000000 0.000000 1.000000 0.000000
   11208   1   1   8   0  35     0     0     469.935215 0.000000 0.000000 1.000000 0.000000
   11207   1   1   7   0  35     0     0     487.299539 0.000000 0.000000 1.000000 0.000000
   11206   1   1   6   0  35     0     0     497.181885 0.000000 0.000000 1.000000 0.000000
   11205   1   1   5   0  35     0     0     501.076053 0.000000 0.000000 1.000000 0.000000
   11204   1   1   4   0  35     0     0     500.740717 0.000000 0.000000 1.000000 0.000000
   11203   1   1   3   0  35     0     0     495.738311 0.000000 0.000000 1.000000 0.000000
   11202   1   1   2   0  35     0     0     482.860201 0.000000 0.000000 1.000000 0.000000
   11201   1   1   1   0  35     0     0     462.549159 0.000000 0.000000 1.000000 0.000000
   11200   1   1   0   0  35     0     0     429.153940 0.000000 0.000000 1.000000 0.000000
   11187   1   1  27   7  34     0     0      10.539507 0.680218 0.319751 0.000031 0.000000
   11186   1   1  26   7  34     0     0      17.061135 0.716486 0.283482 0.000033 0.000000
   11185   1   1  25   7  34     0     0      32.836675 0.725533 0.274434 0.000033 0.000000
   11184   1   1  24   7  34     0     0      67.693645 0.724409 0.275558 0.000033 0.000000
   11183   1   1  23   7  34     0     0     140.150604 0.725763 0.274204 0.000033 0.000000
   11182   1   1  22   7  34     0     0     283.690725 0.713899 0.286068 0.000032 0.000000
   11181   1   1  21   7  34     0     0     497.344655 0.599978 0.399995 0.000027 0.000000
   11180   1   1  20   7  34     0     0     626.562638 0.199991 0.800000 0.000009 0.000000
   11179   1   1  19   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11178   1   1  18   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11177   1   1  17   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11176   1   1  16   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11175   1   1  15   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11174   1   1  14   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11173   1   1  13   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11172   1   1  12   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11171   1   1  11   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11170   1   1  10   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11169   1   1   9   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11168   1   1   8   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11167   1   1   7   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11166   1   1   6   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11165   1   1   5   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11164   1   1   4   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11163   1   1   3   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11162   1   1   2   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11161   1   1   1   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11160   1   1   0   7  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11148   1   1  28   6  34     0     0       7.294967 0.703742 0.296189 0.000068 0.000000
   11147   1   1  27   6  34     0     0       7.907258 0.676045 0.323628 0.000328 0.000000
   11146   1   1  26   6  34     0     0       9.701682 0.654261 0.323642 0.022097 0.000000
   11145   1   1  25   6  34     0     0      20.001254 0.077650 0.061391 0.860960 0.000000
   11144   1   1  24   6  34     0     0      50.874094 0.001246 0.000408 0.998346 0.000000
   11143   1   1  23   6  34     0     0     115.412293 0.000000 0.000002 0.999998 0.000000
   11142   1   1  22   6  34     0     0     243.135996 0.000000 0.000000 1.000000 0.000000
   11141   1   1  21   6  34     0     0     440.501081 0.000000 0.066665 0.933335 0.000000
   11140   1   1  20   6  34     0     0     590.436023 0.000000 0.200162 0.799838 0.000000
   11139   1   1  19   6  34     0     0     632.480740 0.039633 0.933326 0.027041 0.000000
   11138   1   1  18   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11137   1   1  17   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11136   1   1  16   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11135   1   1  15   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11134   1   1  14   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11133   1   1  13   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11132   1   1  12   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11131   1   1  11   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11130   1   1  10   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11129   1   1   9   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11128   1   1   8   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11127   1   1   7   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11126   1   1   6   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11125   1   1   5   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11124   1   1   4   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11123   1   1   3   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11122   1   1   2   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11121   1   1   1   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11120   1   1   0   6  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11109   1   1  29   5  34     0     0       6.997775 0.727308 0.272657 0.000036 0.000000
   11108   1   1  28   5  34     0     0       7.062892 0.721421 0.278539 0.000040 0.000000
   11107   1   1  27   5  34     0     0       7.231746 0.707788 0.292154 0.000059 0.000000
   11106   1   1  26   5  34     0     0       7.682596 0.682319 0.317494 0.000187 0.000000
   11105   1   1  25   5  34     0     0       9.144008 0.529984 0.281973 0.188043 0.000000
   11104   1   1  24   5  34     0     0      34.187712 0.001118 0.000000 0.998882 0.000000
   11103   1   1  23   5  34     0     0      90.322733 0.000000 0.000000 1.000000 0.000000
   11102   1   1  22   5  34     0     0     201.200707 0.000000 0.000000 1.000000 0.000000
   11101   1   1  21   5  34     0     0     379.583899 0.000000 0.000000 1.000000 0.000000
   11100   1   1  20   5  34     0     0     539.409183 0.000000 0.000000 1.000000 0.000000
   11099   1   1  19   5  34     0     0     596.954165 0.000000 0.266548 0.733452 0.000000
   11098   1   1  18   5  34     0     0     626.695413 0.000048 0.855026 0.144926 0.000000
   11097   1   1  17   5  34     0     0     637.258500 0.000000 1.000000 0.000000 0.000000
   11096   1   1  16   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11095   1   1  15   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11094   1   1  14   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11093   1   1  13   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11092   1   1  12   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11091   1   1  11   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11090   1   1  10   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11089   1   1   9   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11088   1   1   8   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11087   1   1   7   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11086   1   1   6   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11085   1   1   5   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11084   1   1   4   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11083   1   1   3   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11082   1   1   2   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11081   1   1   1   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11080   1   1   0   5  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11070   1   1  30   4  34     0     0       6.962911 0.730575 0.269392 0.000033 0.000000
   11069   1   1  29   4  34     0     0       6.971152 0.729789 0.270177 0.000034 0.000000
   11068   1   1  28   4  34     0     0       6.992141 0.727796 0.272169 0.000035 0.000000
   11067   1   1  27   4  34     0     0       7.044168 0.722977 0.276984 0.000039 0.000000
   11066   1   1  26   4  34     0     0       7.171771 0.712065 0.287884 0.000051 0.000000
   11065   1   1  25   4  34     0     0       7.489560 0.690558 0.309327 0.000116 0.000000
   11064   1   1  24   4  34     0     0      17.392766 0.000810 0.000054 0.999136 0.000000
   11063   1   1  23   4  34     0     0      64.365745 0.000000 0.000000 1.000000 0.000000
   11062   1   1  22   4  34     0     0     156.929863 0.000000 0.000000 1.000000 0.000000
   11061   1   1  21   4  34     0     0     312.694435 0.000000 0.000000 1.000000 0.000000
   11060   1   1  20   4  34     0     0     474.632980 0.000000 0.000000 1.000000 0.000000
   11059   1   1  19   4  34     0     0     546.002573 0.000000 0.000000 1.000000 0.000000
   11058   1   1  18   4  34     0     0     583.889012 0.000000 0.133333 0.866667 0.000000
   11057   1   1  17   4  34     0     0     608.028700 0.000000 0.410128 0.589872 0.000000
   11056   1   1  16   4  34     0     0     627.114832 0.000009 0.868155 0.131836 0.000000
   11055   1   1  15   4  34     0     0     636.179561 0.000000 1.000000 0.000000 0.000000
   11054   1   1  14   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11053   1   1  13   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11052   1   1  12   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11051   1   1  11   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11050   1   1  10   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11049   1   1   9   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11048   1   1   8   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11047   1   1   7   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11046   1   1   6   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11045   1   1   5   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11044   1   1   4   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11043   1   1   3   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11042   1   1   2   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11041   1   1   1   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11040   1   1   0   4  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11031   1   1  31   3  34     0     0       6.958627 0.730980 0.268987 0.000033 0.000000
   11030   1   1  30   3  34     0     0       6.959666 0.730881 0.269086 0.000033 0.000000
   11029   1   1  29   3  34     0     0       6.962397 0.730619 0.269347 0.000033 0.000000
   11028   1   1  28   3  34     0     0       6.969308 0.729953 0.270014 0.000034 0.000000
   11027   1   1  27   3  34     0     0       6.986166 0.728328 0.271637 0.000035 0.000000
   11026   1   1  26   3  34     0     0       7.026051 0.724545 0.275417 0.000037 0.000000
   11025   1   1  25   3  34     0     0       7.118664 0.716211 0.283744 0.000045 0.000000
   11024   1   1  24   3  34     0     0       7.334738 0.698908 0.300230 0.000862 0.000000
   11023   1   1  23   3  34     0     0      36.732421 0.000000 0.000000 1.000000 0.000000
   11022   1   1  22   3  34     0     0     108.616304 0.000000 0.000000 1.000000 0.000000
   11021   1   1  21   3  34     0     0     232.782823 0.000000 0.000000 1.000000 0.000000
   11020   1   1  20   3  34     0     0     383.391952 0.000000 0.000000 1.000000 0.000000
   11019   1   1  19   3  34     0     0     479.296115 0.000000 0.000000 1.000000 0.000000
   11018   1   1  18   3  34     0     0     523.004171 0.000000 0.000000 1.000000 0.000000
   11017   1   1  17   3  34     0     0     555.550088 0.000000 0.000000 1.000000 0.000000
   11016   1   1  16   3  34     0     0     581.260482 0.000000 0.133171 0.866829 0.000000
   11015   1   1  15   3  34     0     0     601.877259 0.000000 0.332483 0.667517 0.000000
   11014   1   1  14   3  34     0     0     618.705783 0.000000 0.709833 0.290167 0.000000
   11013   1   1  13   3  34     0     0     630.915960 0.000542 0.963300 0.036158 0.000000
   11012   1   1  12   3  34     0     0     636.516148 0.000000 1.000000 0.000000 0.000000
   11011   1   1  11   3  34     0     0     638.008547 0.000000 1.000000 0.000000 0.000000
   11010   1   1  10   3  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11009   1   1   9   3  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11008   1   1   8   3  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11007   1   1   7   3  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11006   1   1   6   3  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11005   1   1   5   3  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11004   1   1   4   3  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11003   1   1   3   3  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11002   1   1   2   3  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11001   1   1   1   3  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   11000   1   1   0   3  34     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   10992   1   1  32   2  34     0     0       6.958115 0.731028 0.268939 0.000033 0.000000
   10991   1   1  31   2  34     0     0       6.958242 0.731016 0.268951 0.000033 0.000000
   10990   1   1  30   2  34     0     0       6.958587 0.730983 0.268983 0.000033 0.000000
   10989   1   1  29   2  34     0     0       6.959495 0.730896 0.269071 0.000033 0.000000
   10988   1   1  28   2  34     0     0       6.961787 0.730674 0.269293 0.000033 0.000000
   10987   1   1  27   2  34     0     0       6.967348 0.730131 0.269835 0.000034 0.000000
   10986   1   1  26   2  34     0     0       6.980339 0.728861 0.271105 0.000034 0.000000
   10985   1   1  25   2  34     0     0       7.009688 0.726013 0.273951 0.000036 0.000000
   10984   1   1  24   2  34     0     0       7.074314 0.719936 0.280023 0.000041 0.000000
   10983   1   1  23   2  34     0     0       7.285436 0.659486 0.272422 0.068092 0.000000
   10982   1   1  22   2  34     0     0      49.607446 0.000000 0.000000 1.000000 0.000000
   10981   1   1  21   2  34     0     0     129.556628 0.000000 0.000000 1.000000 0.000000
   10980   1   1  20   2  34     0     0     236.242522 0.000000 0.000000 1.000000 0.000000
   10979   1   1  19   2  34     0     0     349.962734 0.000000 0.000000 1.000000 0.000000
   10978   1   1  18   2  34     0     0     435.806899 0.000000 0.000000 1.000000 0.000000
   10977   1   1  17   2  34     0     0     485.441811 0.000000 0.000000 1.000000 0.000000
   10976   1   1  16   2  34     0     0     518.013749 0.000000 0.000000 1.000000 0.000000
   10975   1   1  15   2  34     0     0     545.913588 0.000000 0.000000 1.000000 0.000000
   10974   1   1  14   2  34     0     0     568.255407 0.000000 0.066665 0.933335 0.000000
   10973   1   1  13   2  34     0     0     588.016743 0.000000 0.142549 0.857451 0.000000
   10972   1   1  12   2  34     0     0     602.000570 0.000000 0.332788 0.667212 0.000000
   10971   1   1  11   2  34     0     0     614.668247 0.000000 0.641797 0.358203 0.000000
   10970   1   1  10   2  34     0     0     625.156862 0.000000 0.864873 0.135127 0.000000
   10969   1   1   9   2  34     0     0     630.953219 0.000051 0.995349 0.004600 0.000000
   10968   1   1   8   2  34     0     0     634.838827 0.000000 1.000000 0.000000 0.000000
   10967   1   1   7   2  34     0     0     636.388616 0.000000 1.000000 0.000000 0.000000
   10966   1   1   6   2  34     0     0     637.063019 0.000000 1.000000 0.000000 0.000000
   10965   1   1   5   2  34     0     0     637.388309 0.000000 1.000000 0.000000 0.000000
   10964   1   1   4   2  34     0     0     637.436815 0.000000 1.000000 0.000000 0.000000
   10963   1   1   3   2  34     0     0     637.336608 0.000000 1.000000 0.000000 0.000000
   10962   1   1   2   2  34     0     0     636.959935 0.000000 1.000000 0.000000 0.000000
   10961   1   1   1   2  34     0     0     636.399586 0.000000 1.000000 0.000000 0.000000
   10960   1   1   0   2  34     0     0     635.169874 0.000000 1.000000 0.000000 0.000000
   10953   1   1  33   1  34     0     0       6.958057 0.731034 0.268933 0.000033 0.000000
   10952   1   1  32   1  34     0     0       6.958071 0.731032 0.268935 0.000033 0.000000
   10951   1   1  31   1  34     0     0       6.958113 0.731028 0.268939 0.000033 0.000000
   10950   1   1  30   1  34     0     0       6.958228 0.731017 0.268949 0.000033 0.000000
   10949   1   1  29   1  34     0     0       6.958530 0.730988 0.268978 0.000033 0.000000
   10948   1   1  28   1  34     0     0       6.959292 0.730914 0.269052 0.000033 0.000000
   10947   1   1  27   1  34     0     0       6.961138 0.730733 0.269233 0.000033 0.000000
   10946   1   1  26   1  34     0     0       6.965431 0.730309 0.269657 0.000034 0.000000
   10945   1   1  25   1  34     0     0       6.975037 0.729356 0.270610 0.000034 0.000000
   10944   1   1  24   1  34     0     0       6.995770 0.727300 0.272664 0.000035 0.000000
   10943   1   1  23   1  34     0     0       7.039149 0.723069 0.276893 0.000038 0.000000
   10942   1   1  22   1  34     0     0       7.127922 0.714800 0.285154 0.000046 0.000000
   10941   1   1  21   1  34     0     0      17.854493 0.000018 0.000008 0.999974 0.000000
   10940   1   1  20   1  34     0     0      67.419152 0.000000 0.000000 1.000000 0.000000
   10939   1   1  19   1  34     0     0     144.719349 0.000000 0.000000 1.000000 0.000000
   10938   1   1  18   1  34     0     0     240.729866 0.000000 0.000000 1.000000 0.000000
   10937   1   1  17   1  34     0     0     340.894631 0.000000 0.000000 1.000000 0.000000
   10936   1   1  16   1  34     0     0     419.220868 0.000000 0.000000 1.000000 0.000000
   10935   1   1  15   1  34     0     0     471.672647 0.000000 0.000000 1.000000 0.000000
   10934   1   1  14   1  34     0     0     501.239858 0.000000 0.000000 1.000000 0.000000
   10933   1   1  13   1  34     0     0     523.902498 0.000000 0.000000 1.000000 0.000000
   10932   1   1  12   1  34     0     0     546.297294 0.000000 0.000000 1.000000 0.000000
   10931   1   1  11   1  34     0     0     562.427294 0.000000 0.000372 0.999628 0.000000
   10930   1   1  10   1  34     0     0     574.739631 0.000000 0.066813 0.933187 0.000000
   10929   1   1   9   1  34     0     0     587.467547 0.000000 0.138105 0.861895 0.000000
   10928   1   1   8   1  34     0     0     594.933832 0.000000 0.233670 0.766330 0.000000
   10927   1   1   7   1  34     0     0     600.621085 0.000000 0.323244 0.676756 0.000000
   10926   1   1   6   1  34     0     0     605.254638 0.000000 0.400564 0.599436 0.000000
   10925   1   1   5   1  34     0     0     608.047441 0.000000 0.495578 0.504422 0.000000
   10924   1   1   4   1  34     0     0     608.824191 0.000000 0.542879 0.457121 0.000000
   10923   1   1   3   1  34     0     0     608.024320 0.000000 0.515482 0.484518 0.000000
   10922   1   1   2   1  34     0     0     605.563571 0.000000 0.426738 0.573262 0.000000
   10921   1   1   1   1  34     0     0     601.761850 0.000000 0.343715 0.656285 0.000000
   10920   1   1   0   1  34     0     0     594.625150 0.000000 0.240664 0.759336 0.000000
   10914   1   1  34   0  34     0     0       6.958050 0.731034 0.268933 0.000033 0.000000
   10913   1   1  33   0  34     0     0       6.958052 0.731034 0.268933 0.000033 0.000000
   10912   1   1  32   0  34     0     0       6.958057 0.731034 0.268933 0.000033 0.000000
   10911   1   1  31   0  34     0     0       6.958071 0.731032 0.268934 0.000033 0.000000
   10910   1   1  30   0  34     0     0       6.958109 0.731029 0.268938 0.000033 0.000000
   10909   1   1  29   0  34     0     0       6.958209 0.731019 0.268948 0.000033 0.000000
   10908   1   1  28   0  34     0     0       6.958463 0.730994 0.268972 0.000033 0.000000
   10907   1   1  27   0  34     0     0       6.959077 0.730934 0.269033 0.000033 0.000000
   10906   1   1  26   0  34     0     0       6.960502 0.730793 0.269174 0.000033 0.000000
   10905   1   1  25   0  34     0     0       6.963682 0.730475 0.269492 0.000033 0.000000
   10904   1   1  24   0  34     0     0       6.970497 0.729788 0.270178 0.000034 0.000000
   10903   1   1  23   0  34     0     0       6.984559 0.728366 0.271599 0.000035 0.000000
   10902   1   1  22   0  34     0     0       7.012566 0.725548 0.274415 0.000036 0.000000
   10901   1   1  21   0  34     0     0       7.066707 0.720215 0.279744 0.000040 0.000000
   10900   1   1  20   0  34     0     0       7.169103 0.710642 0.289296 0.000062 0.000000
   10899   1   1  19   0  34     0     0      24.029553 0.000000 0.000000 1.000000 0.000000
   10898   1   1  18   0  34     0     0      69.795827 0.000000 0.000000 1.000000 0.000000
   10897   1   1  17   0  34     0     0     136.004497 0.000000 0.000000 1.000000 0.000000
   10896   1   1  16   0  34     0     0     214.839782 0.000000 0.000000 1.000000 0.000000
   10895   1   1  15   0  34     0     0     298.393032 0.000000 0.000000 1.000000 0.000000
   10894   1   1  14   0  34     0     0     372.752208 0.000000 0.000000 1.000000 0.000000
   10893   1   1  13   0  34     0     0     429.472526 0.000000 0.000000 1.000000 0.000000
   10892   1   1  12   0  34     0     0     468.318820 0.000000 0.000000 1.000000 0.000000
   10891   1   1  11   0  34     0     0     490.476522 0.000000 0.000000 1.000000 0.000000
   10890   1   1  10   0  34     0     0     509.474479 0.000000 0.000000 1.000000 0.000000
   10889   1   1   9   0  34     0     0     522.269668 0.000000 0.000000 1.000000 0.000000
   10888   1   1   8   0  34     0     0     532.309453 0.000000 0.000000 1.000000 0.000000
   10887   1   1   7   0  34     0     0     542.444664 0.000000 0.000000 1.000000 0.000000
   10886   1   1   6   0  34     0     0     549.301602 0.000000 0.000000 1.000000 0.000000
   10885   1   1   5   0  34     0     0     552.392814 0.000000 0.000000 1.000000 0.000000
   10884   1   1   4   0  34     0     0     553.025521 0.000000 0.000000 1.000000 0.000000
   10883   1   1   3   0  34     0     0     551.634370 0.000000 0.000000 1.000000 0.000000
   10882   1   1   2   0  34     0     0     547.892164 0.000000 0.000000 1.000000 0.000000
   10881   1   1   1   0  34     0     0     538.865236 0.000000 0.000000 1.000000 0.000000
   10880   1   1   0   0  34     0     0     527.976231 0.000000 0.000000 1.000000 0.000000
   10866   1   1  26   7  33     0     0      18.478258 0.736263 0.263703 0.000033 0.000000
   10865   1   1  25   7  33     0     0      35.009099 0.745541 0.254425 0.000034 0.000000
   10864   1   1  24   7  33     0     0      71.584842 0.736516 0.263451 0.000033 0.000000
   10863   1   1  23   7  33     0     0     147.728421 0.733239 0.266727 0.000033 0.000000
   10862   1   1  22   7  33     0     0     298.734150 0.733295 0.266672 0.000033 0.000000
   10861   1   1  21   7  33     0     0     515.890767 0.602689 0.397284 0.000027 0.000000
   10860   1   1  20   7  33     0     0     629.709989 0.133748 0.866245 0.000006 0.000000
   10859   1   1  19   7  33     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   10858   1   1  18   7  33     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   10857   1   1  17   7  33     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   10856   1   1  16   7  33     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   10855   1   1  15   7  33     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   10854   1   1  14   7  33     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   10853   1   1  13   7  33     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   10852   1   1  12   7  33     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   10851   1   1  11   7  33     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
   10850   1   1  10   7  33     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
