
     Value of States and Choice Probabilities
     Fixed Group Index(f): 0. Random Group Index(r): 0
     ------------------------------------------------------------------------------
    Indx   T   A   m sch   t     r     f       EV      |Choice Probabilities:                           
    9801   1   1   1   5  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9800   1   1   0   5  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9786   1   1  26   4  30     0     0      10.794231 0.717907 0.282037 0.000056 0.000000
    9785   1   1  25   4  30     0     0      11.167102 0.702669 0.295627 0.001704 0.000000
    9784   1   1  24   4  30     0     0      35.734229 0.018920 0.000000 0.981080 0.000000
    9783   1   1  23   4  30     0     0     100.986207 0.000036 0.000000 0.999964 0.000000
    9782   1   1  22   4  30     0     0     230.454692 0.000000 0.000000 1.000000 0.000000
    9781   1   1  21   4  30     0     0     417.030037 0.000000 0.000000 1.000000 0.000000
    9780   1   1  20   4  30     0     0     525.554458 0.000000 0.000000 1.000000 0.000000
    9779   1   1  19   4  30     0     0     570.425535 0.000000 0.066667 0.933333 0.000000
    9778   1   1  18   4  30     0     0     600.381626 0.000000 0.308327 0.691673 0.000000
    9777   1   1  17   4  30     0     0     620.883229 0.000159 0.794409 0.205432 0.000000
    9776   1   1  16   4  30     0     0     633.937891 0.000206 0.999793 0.000001 0.000000
    9775   1   1  15   4  30     0     0     637.679628 0.000000 1.000000 0.000000 0.000000
    9774   1   1  14   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9773   1   1  13   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9772   1   1  12   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9771   1   1  11   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9770   1   1  10   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9769   1   1   9   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9768   1   1   8   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9767   1   1   7   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9766   1   1   6   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9765   1   1   5   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9764   1   1   4   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9763   1   1   3   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9762   1   1   2   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9761   1   1   1   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9760   1   1   0   4  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9747   1   1  27   3  30     0     0      10.573333 0.729141 0.270824 0.000035 0.000000
    9746   1   1  26   3  30     0     0      10.621409 0.726485 0.273477 0.000039 0.000000
    9745   1   1  25   3  30     0     0      10.732574 0.720661 0.279290 0.000049 0.000000
    9744   1   1  24   3  30     0     0      21.791182 0.024195 0.000006 0.975798 0.000000
    9743   1   1  23   3  30     0     0      80.764725 0.000039 0.000000 0.999961 0.000000
    9742   1   1  22   3  30     0     0     197.678993 0.000000 0.000000 1.000000 0.000000
    9741   1   1  21   3  30     0     0     372.136406 0.000000 0.000000 1.000000 0.000000
    9740   1   1  20   3  30     0     0     486.856652 0.000000 0.000000 1.000000 0.000000
    9739   1   1  19   3  30     0     0     531.082089 0.000000 0.000000 1.000000 0.000000
    9738   1   1  18   3  30     0     0     560.382248 0.000000 0.000011 0.999989 0.000000
    9737   1   1  17   3  30     0     0     582.627941 0.000000 0.133305 0.866695 0.000000
    9736   1   1  16   3  30     0     0     601.892390 0.000000 0.334848 0.665152 0.000000
    9735   1   1  15   3  30     0     0     617.152023 0.000006 0.737189 0.262805 0.000000
    9734   1   1  14   3  30     0     0     629.767987 0.015750 0.980357 0.003893 0.000000
    9733   1   1  13   3  30     0     0     636.018101 0.000000 1.000000 0.000000 0.000000
    9732   1   1  12   3  30     0     0     637.666194 0.000000 1.000000 0.000000 0.000000
    9731   1   1  11   3  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9730   1   1  10   3  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9729   1   1   9   3  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9728   1   1   8   3  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9727   1   1   7   3  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9726   1   1   6   3  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9725   1   1   5   3  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9724   1   1   4   3  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9723   1   1   3   3  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9722   1   1   2   3  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9721   1   1   1   3  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9720   1   1   0   3  30     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9708   1   1  28   2  30     0     0      10.544017 0.730783 0.269184 0.000033 0.000000
    9707   1   1  27   2  30     0     0      10.550729 0.730401 0.269565 0.000034 0.000000
    9706   1   1  26   2  30     0     0      10.566468 0.729504 0.270461 0.000035 0.000000
    9705   1   1  25   2  30     0     0      10.602096 0.727486 0.272477 0.000037 0.000000
    9704   1   1  24   2  30     0     0      10.752623 0.674093 0.257531 0.068376 0.000000
    9703   1   1  23   2  30     0     0      60.615201 0.000029 0.000000 0.999971 0.000000
    9702   1   1  22   2  30     0     0     164.646914 0.000000 0.000000 1.000000 0.000000
    9701   1   1  21   2  30     0     0     325.402008 0.000000 0.000000 1.000000 0.000000
    9700   1   1  20   2  30     0     0     447.524956 0.000000 0.000000 1.000000 0.000000
    9699   1   1  19   2  30     0     0     492.247699 0.000000 0.000000 1.000000 0.000000
    9698   1   1  18   2  30     0     0     521.148213 0.000000 0.000000 1.000000 0.000000
    9697   1   1  17   2  30     0     0     542.805579 0.000000 0.000000 1.000000 0.000000
    9696   1   1  16   2  30     0     0     561.644362 0.000000 0.000310 0.999690 0.000000
    9695   1   1  15   2  30     0     0     577.597566 0.000000 0.098976 0.901024 0.000000
    9694   1   1  14   2  30     0     0     594.099486 0.000000 0.214420 0.785580 0.000000
    9693   1   1  13   2  30     0     0     606.540717 0.000000 0.462760 0.537240 0.000000
    9692   1   1  12   2  30     0     0     617.639784 0.000009 0.773959 0.226032 0.000000
    9691   1   1  11   2  30     0     0     627.470175 0.009184 0.967677 0.023139 0.000000
    9690   1   1  10   2  30     0     0     633.434623 0.000026 0.999974 0.000000 0.000000
    9689   1   1   9   2  30     0     0     635.967879 0.000000 1.000000 0.000000 0.000000
    9688   1   1   8   2  30     0     0     636.928440 0.000000 1.000000 0.000000 0.000000
    9687   1   1   7   2  30     0     0     637.403563 0.000000 1.000000 0.000000 0.000000
    9686   1   1   6   2  30     0     0     637.529799 0.000000 1.000000 0.000000 0.000000
    9685   1   1   5   2  30     0     0     637.570457 0.000000 1.000000 0.000000 0.000000
    9684   1   1   4   2  30     0     0     637.540792 0.000000 1.000000 0.000000 0.000000
    9683   1   1   3   2  30     0     0     637.445691 0.000000 1.000000 0.000000 0.000000
    9682   1   1   2   2  30     0     0     637.143838 0.000000 1.000000 0.000000 0.000000
    9681   1   1   1   2  30     0     0     636.663942 0.000000 1.000000 0.000000 0.000000
    9680   1   1   0   2  30     0     0     635.817215 0.000000 1.000000 0.000000 0.000000
    9669   1   1  29   1  30     0     0      10.540109 0.731002 0.268964 0.000033 0.000000
    9668   1   1  28   1  30     0     0      10.541025 0.730951 0.269016 0.000033 0.000000
    9667   1   1  27   1  30     0     0      10.543255 0.730823 0.269143 0.000033 0.000000
    9666   1   1  26   1  30     0     0      10.548464 0.730523 0.269443 0.000034 0.000000
    9665   1   1  25   1  30     0     0      10.560172 0.729844 0.270121 0.000034 0.000000
    9664   1   1  24   1  30     0     0      10.585525 0.728374 0.271589 0.000036 0.000000
    9663   1   1  23   1  30     0     0      40.179576 0.000014 0.000000 0.999986 0.000000
    9662   1   1  22   1  30     0     0     130.490359 0.000000 0.000000 1.000000 0.000000
    9661   1   1  21   1  30     0     0     275.784583 0.000000 0.000000 1.000000 0.000000
    9660   1   1  20   1  30     0     0     405.963276 0.000000 0.000000 1.000000 0.000000
    9659   1   1  19   1  30     0     0     452.834023 0.000000 0.000000 1.000000 0.000000
    9658   1   1  18   1  30     0     0     482.626226 0.000000 0.000000 1.000000 0.000000
    9657   1   1  17   1  30     0     0     503.415449 0.000000 0.000000 1.000000 0.000000
    9656   1   1  16   1  30     0     0     521.872432 0.000000 0.000000 1.000000 0.000000
    9655   1   1  15   1  30     0     0     537.739345 0.000000 0.000000 1.000000 0.000000
    9654   1   1  14   1  30     0     0     553.829938 0.000000 0.000000 1.000000 0.000000
    9653   1   1  13   1  30     0     0     566.190983 0.000000 0.062263 0.937737 0.000000
    9652   1   1  12   1  30     0     0     578.102553 0.000000 0.108531 0.891469 0.000000
    9651   1   1  11   1  30     0     0     590.151800 0.000000 0.193833 0.806167 0.000000
    9650   1   1  10   1  30     0     0     599.365381 0.000000 0.309527 0.690473 0.000000
    9649   1   1   9   1  30     0     0     606.050261 0.000000 0.484746 0.515254 0.000000
    9648   1   1   8   1  30     0     0     611.783747 0.000000 0.674165 0.325835 0.000000
    9647   1   1   7   1  30     0     0     616.575807 0.000004 0.803244 0.196752 0.000000
    9646   1   1   6   1  30     0     0     620.114325 0.000060 0.896224 0.103716 0.000000
    9645   1   1   5   1  30     0     0     622.560572 0.000162 0.959173 0.040664 0.000000
    9644   1   1   4   1  30     0     0     623.476797 0.000129 0.987398 0.012472 0.000000
    9643   1   1   3   1  30     0     0     623.081304 0.000058 0.992120 0.007823 0.000000
    9642   1   1   2   1  30     0     0     621.222278 0.000024 0.983593 0.016383 0.000000
    9641   1   1   1   1  30     0     0     617.582484 0.000004 0.938162 0.061834 0.000000
    9640   1   1   0   1  30     0     0     611.965305 0.000000 0.824951 0.175049 0.000000
    9630   1   1  30   0  30     0     0      10.539605 0.731030 0.268936 0.000033 0.000000
    9629   1   1  29   0  30     0     0      10.539726 0.731024 0.268943 0.000033 0.000000
    9628   1   1  28   0  30     0     0      10.540031 0.731006 0.268960 0.000033 0.000000
    9627   1   1  27   0  30     0     0      10.540772 0.730964 0.269003 0.000033 0.000000
    9626   1   1  26   0  30     0     0      10.542503 0.730864 0.269103 0.000033 0.000000
    9625   1   1  25   0  30     0     0      10.546384 0.730637 0.269329 0.000034 0.000000
    9624   1   1  24   0  30     0     0      10.554742 0.730144 0.269822 0.000034 0.000000
    9623   1   1  23   0  30     0     0      19.037642 0.000156 0.000057 0.999787 0.000000
    9622   1   1  22   0  30     0     0      94.431479 0.000000 0.000000 1.000000 0.000000
    9621   1   1  21   0  30     0     0     221.302696 0.000000 0.000000 1.000000 0.000000
    9620   1   1  20   0  30     0     0     353.202654 0.000000 0.000000 1.000000 0.000000
    9619   1   1  19   0  30     0     0     411.333633 0.000000 0.000000 1.000000 0.000000
    9618   1   1  18   0  30     0     0     442.192375 0.000000 0.000000 1.000000 0.000000
    9617   1   1  17   0  30     0     0     462.506665 0.000000 0.000000 1.000000 0.000000
    9616   1   1  16   0  30     0     0     482.585284 0.000000 0.000000 1.000000 0.000000
    9615   1   1  15   0  30     0     0     497.863464 0.000000 0.000000 1.000000 0.000000
    9614   1   1  14   0  30     0     0     514.004933 0.000000 0.000000 1.000000 0.000000
    9613   1   1  13   0  30     0     0     526.485966 0.000000 0.000000 1.000000 0.000000
    9612   1   1  12   0  30     0     0     538.189783 0.000000 0.000000 1.000000 0.000000
    9611   1   1  11   0  30     0     0     549.684978 0.000000 0.000000 1.000000 0.000000
    9610   1   1  10   0  30     0     0     558.799294 0.000000 0.000047 0.999953 0.000000
    9609   1   1   9   0  30     0     0     565.861520 0.000000 0.060242 0.939758 0.000000
    9608   1   1   8   0  30     0     0     572.035371 0.000000 0.067241 0.932759 0.000000
    9607   1   1   7   0  30     0     0     576.762197 0.000000 0.094386 0.905614 0.000000
    9606   1   1   6   0  30     0     0     580.777797 0.000000 0.130927 0.869073 0.000000
    9605   1   1   5   0  30     0     0     583.047224 0.000000 0.134978 0.865022 0.000000
    9604   1   1   4   0  30     0     0     584.045069 0.000000 0.137664 0.862336 0.000000
    9603   1   1   3   0  30     0     0     583.437061 0.000000 0.136379 0.863621 0.000000
    9602   1   1   2   0  30     0     0     581.176324 0.000000 0.131763 0.868237 0.000000
    9601   1   1   1   0  30     0     0     577.093916 0.000000 0.107144 0.892856 0.000000
    9600   1   1   0   0  30     0     0     571.454035 0.000000 0.071323 0.928677 0.000000
    9582   1   1  22   7  29     0     0     337.116474 0.798734 0.201230 0.000036 0.000000
    9581   1   1  21   7  29     0     0     553.098258 0.638044 0.361928 0.000029 0.000000
    9580   1   1  20   7  29     0     0     634.446337 0.066664 0.933333 0.000003 0.000000
    9579   1   1  19   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9578   1   1  18   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9577   1   1  17   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9576   1   1  16   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9575   1   1  15   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9574   1   1  14   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9573   1   1  13   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9572   1   1  12   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9571   1   1  11   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9570   1   1  10   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9569   1   1   9   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9568   1   1   8   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9567   1   1   7   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9566   1   1   6   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9565   1   1   5   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9564   1   1   4   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9563   1   1   3   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9562   1   1   2   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9561   1   1   1   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9560   1   1   0   7  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9543   1   1  23   6  29     0     0     146.467871 0.000033 0.000000 0.999967 0.000000
    9542   1   1  22   6  29     0     0     304.364644 0.000000 0.000000 1.000000 0.000000
    9541   1   1  21   6  29     0     0     511.501294 0.000000 0.066665 0.933335 0.000000
    9540   1   1  20   6  29     0     0     608.674208 0.000000 0.400140 0.599860 0.000000
    9539   1   1  19   6  29     0     0     636.424959 0.000001 0.999999 0.000000 0.000000
    9538   1   1  18   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9537   1   1  17   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9536   1   1  16   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9535   1   1  15   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9534   1   1  14   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9533   1   1  13   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9532   1   1  12   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9531   1   1  11   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9530   1   1  10   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9529   1   1   9   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9528   1   1   8   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9527   1   1   7   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9526   1   1   6   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9525   1   1   5   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9524   1   1   4   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9523   1   1   3   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9522   1   1   2   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9521   1   1   1   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9520   1   1   0   6  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9504   1   1  24   5  29     0     0      52.564273 0.017708 0.000000 0.982292 0.000000
    9503   1   1  23   5  29     0     0     126.141426 0.000056 0.000000 0.999944 0.000000
    9502   1   1  22   5  29     0     0     272.478246 0.000000 0.000000 1.000000 0.000000
    9501   1   1  21   5  29     0     0     469.869032 0.000000 0.000000 1.000000 0.000000
    9500   1   1  20   5  29     0     0     568.728115 0.000000 0.066667 0.933333 0.000000
    9499   1   1  19   5  29     0     0     610.840309 0.000000 0.526106 0.473894 0.000000
    9498   1   1  18   5  29     0     0     632.762134 0.032011 0.967702 0.000287 0.000000
    9497   1   1  17   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9496   1   1  16   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9495   1   1  15   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9494   1   1  14   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9493   1   1  13   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9492   1   1  12   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9491   1   1  11   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9490   1   1  10   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9489   1   1   9   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9488   1   1   8   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9487   1   1   7   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9486   1   1   6   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9485   1   1   5   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9484   1   1   4   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9483   1   1   3   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9482   1   1   2   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9481   1   1   1   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9480   1   1   0   5  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9465   1   1  25   4  29     0     0      11.969076 0.703121 0.293060 0.003819 0.000000
    9464   1   1  24   4  29     0     0      38.557956 0.027040 0.000000 0.972960 0.000000
    9463   1   1  23   4  29     0     0     106.359116 0.000081 0.000000 0.999919 0.000000
    9462   1   1  22   4  29     0     0     241.086111 0.000000 0.000000 1.000000 0.000000
    9461   1   1  21   4  29     0     0     428.632839 0.000000 0.000000 1.000000 0.000000
    9460   1   1  20   4  29     0     0     528.936603 0.000000 0.000000 1.000000 0.000000
    9459   1   1  19   4  29     0     0     571.510167 0.000000 0.066667 0.933333 0.000000
    9458   1   1  18   4  29     0     0     600.966654 0.000000 0.325250 0.674750 0.000000
    9457   1   1  17   4  29     0     0     621.282277 0.000351 0.800804 0.198845 0.000000
    9456   1   1  16   4  29     0     0     634.169169 0.000127 0.999873 0.000000 0.000000
    9455   1   1  15   4  29     0     0     637.704838 0.000000 1.000000 0.000000 0.000000
    9454   1   1  14   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9453   1   1  13   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9452   1   1  12   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9451   1   1  11   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9450   1   1  10   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9449   1   1   9   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9448   1   1   8   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9447   1   1   7   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9446   1   1   6   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9445   1   1   5   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9444   1   1   4   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9443   1   1   3   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9442   1   1   2   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9441   1   1   1   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9440   1   1   0   4  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9426   1   1  26   3  29     0     0      11.409627 0.726751 0.273210 0.000039 0.000000
    9425   1   1  25   3  29     0     0      11.523358 0.721272 0.278679 0.000049 0.000000
    9424   1   1  24   3  29     0     0      24.985713 0.037475 0.000001 0.962525 0.000000
    9423   1   1  23   3  29     0     0      86.936997 0.000100 0.000000 0.999900 0.000000
    9422   1   1  22   3  29     0     0     209.931957 0.000000 0.000000 1.000000 0.000000
    9421   1   1  21   3  29     0     0     387.178535 0.000000 0.000000 1.000000 0.000000
    9420   1   1  20   3  29     0     0     490.276735 0.000000 0.000000 1.000000 0.000000
    9419   1   1  19   3  29     0     0     532.904259 0.000000 0.000000 1.000000 0.000000
    9418   1   1  18   3  29     0     0     561.362658 0.000000 0.000113 0.999887 0.000000
    9417   1   1  17   3  29     0     0     583.675314 0.000000 0.133590 0.866410 0.000000
    9416   1   1  16   3  29     0     0     602.488558 0.000000 0.341709 0.658291 0.000000
    9415   1   1  15   3  29     0     0     617.637220 0.000019 0.750066 0.249916 0.000000
    9414   1   1  14   3  29     0     0     630.228651 0.011126 0.987491 0.001384 0.000000
    9413   1   1  13   3  29     0     0     636.155459 0.000000 1.000000 0.000000 0.000000
    9412   1   1  12   3  29     0     0     637.683168 0.000000 1.000000 0.000000 0.000000
    9411   1   1  11   3  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9410   1   1  10   3  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9409   1   1   9   3  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9408   1   1   8   3  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9407   1   1   7   3  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9406   1   1   6   3  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9405   1   1   5   3  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9404   1   1   4   3  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9403   1   1   3   3  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9402   1   1   2   3  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9401   1   1   1   3  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9400   1   1   0   3  29     0     0     638.100000 0.000000 1.000000 0.000000 0.000000
    9387   1   1  27   2  29     0     0      11.337305 0.730439 0.269528 0.000034 0.000000
    9386   1   1  26   2  29     0     0      11.353425 0.729593 0.270372 0.000035 0.000000
    9385   1   1  25   2  29     0     0      11.389934 0.727692 0.272270 0.000037 0.000000
    9384   1   1  24   2  29     0     0      12.308274 0.335137 0.119654 0.545209 0.000000
    9383   1   1  23   2  29     0     0      67.726596 0.000107 0.000000 0.999893 0.000000
    9382   1   1  22   2  29     0     0     178.795044 0.000000 0.000000 1.000000 0.000000
    9381   1   1  21   2  29     0     0     344.529585 0.000000 0.000000 1.000000 0.000000
    9380   1   1  20   2  29     0     0     453.513819 0.000000 0.000000 1.000000 0.000000
    9379   1   1  19   2  29     0     0     495.527985 0.000000 0.000000 1.000000 0.000000
    9378   1   1  18   2  29     0     0     523.363136 0.000000 0.000000 1.000000 0.000000
    9377   1   1  17   2  29     0     0     544.496544 0.000000 0.000000 1.000000 0.000000
    9376   1   1  16   2  29     0     0     562.800260 0.000000 0.002444 0.997556 0.000000
    9375   1   1  15   2  29     0     0     578.940407 0.000000 0.120704 0.879296 0.000000
    9374   1   1  14   2  29     0     0     594.942827 0.000000 0.233451 0.766549 0.000000
    9373   1   1  13   2  29     0     0     607.213406 0.000000 0.494544 0.505456 0.000000
    9372   1   1  12   2  29     0     0     618.188518 0.000025 0.792274 0.207701 0.000000
    9371   1   1  11   2  29     0     0     627.955771 0.009564 0.979884 0.010552 0.000000
    9370   1   1  10   2  29     0     0     633.654796 0.000018 0.999982 0.000000 0.000000
    9369   1   1   9   2  29     0     0     636.065716 0.000000 1.000000 0.000000 0.000000
    9368   1   1   8   2  29     0     0     636.956661 0.000000 1.000000 0.000000 0.000000
    9367   1   1   7   2  29     0     0     637.406921 0.000000 1.000000 0.000000 0.000000
    9366   1   1   6   2  29     0     0     637.530269 0.000000 1.000000 0.000000 0.000000
    9365   1   1   5   2  29     0     0     637.570614 0.000000 1.000000 0.000000 0.000000
    9364   1   1   4   2  29     0     0     637.540839 0.000000 1.000000 0.000000 0.000000
    9363   1   1   3   2  29     0     0     637.445703 0.000000 1.000000 0.000000 0.000000
    9362   1   1   2   2  29     0     0     637.143851 0.000000 1.000000 0.000000 0.000000
    9361   1   1   1   2  29     0     0     636.663952 0.000000 1.000000 0.000000 0.000000
    9360   1   1   0   2  29     0     0     635.817233 0.000000 1.000000 0.000000 0.000000
    9348   1   1  28   1  29     0     0      11.327377 0.730956 0.269011 0.000033 0.000000
    9347   1   1  27   1  29     0     0      11.329659 0.730836 0.269131 0.000033 0.000000
    9346   1   1  26   1  29     0     0      11.334996 0.730553 0.269413 0.000034 0.000000
    9345   1   1  25   1  29     0     0      11.347000 0.729913 0.270052 0.000034 0.000000
    9344   1   1  24   1  29     0     0      11.373015 0.728526 0.271435 0.000039 0.000000
    9343   1   1  23   1  29     0     0      48.584523 0.000082 0.000000 0.999918 0.000000
    9342   1   1  22   1  29     0     0     147.414568 0.000000 0.000000 1.000000 0.000000
    9341   1   1  21   1  29     0     0     300.131908 0.000000 0.000000 1.000000 0.000000
    9340   1   1  20   1  29     0     0     416.148708 0.000000 0.000000 1.000000 0.000000
    9339   1   1  19   1  29     0     0     458.635314 0.000000 0.000000 1.000000 0.000000
    9338   1   1  18   1  29     0     0     486.090803 0.000000 0.000000 1.000000 0.000000
    9337   1   1  17   1  29     0     0     506.665300 0.000000 0.000000 1.000000 0.000000
    9336   1   1  16   1  29     0     0     524.562144 0.000000 0.000000 1.000000 0.000000
    9335   1   1  15   1  29     0     0     539.717688 0.000000 0.000000 1.000000 0.000000
    9334   1   1  14   1  29     0     0     555.394512 0.000000 0.000000 1.000000 0.000000
    9333   1   1  13   1  29     0     0     567.519599 0.000000 0.065991 0.934009 0.000000
    9332   1   1  12   1  29     0     0     579.340003 0.000000 0.124179 0.875821 0.000000
    9331   1   1  11   1  29     0     0     591.209735 0.000000 0.198524 0.801476 0.000000
    9330   1   1  10   1  29     0     0     600.193564 0.000000 0.327531 0.672469 0.000000
    9329   1   1   9   1  29     0     0     606.748120 0.000000 0.524239 0.475761 0.000000
    9328   1   1   8   1  29     0     0     612.302663 0.000000 0.691550 0.308450 0.000000
    9327   1   1   7   1  29     0     0     617.027035 0.000010 0.818015 0.181975 0.000000
    9326   1   1   6   1  29     0     0     620.736718 0.000119 0.916867 0.083014 0.000000
